Date,Year,Month,Day,DayOfWeek,MH_171C_MWh,MH_171DP1_MWh,MH_171DP2_MWh,MH_431_MWh,Primary_Energy_MWh,Specific_Yield_Psh
2025-05-07,2025,5,7,Wednesday,234.01,234.51,235.7,236.96,234.01,4.68
2025-05-08,2025,5,8,Thursday,244.5,245.04,246.34,247.68,244.5,4.89
2025-05-09,2025,5,9,Friday,218.86,219.33,220.39,221.58,218.86,4.377
2025-05-10,2025,5,10,Saturday,191.96,192.4,193.17,194.16,191.96,3.839
2025-05-11,2025,5,11,Sunday,115.16,115.43,115.89,116.59,115.16,2.303
2025-05-12,2025,5,12,Monday,235.34,235.83,237.07,238.36,235.34,4.707
2025-05-13,2025,5,13,Tuesday,219.13,219.56,220.81,222.06,219.13,4.383
2025-05-14,2025,5,14,Wednesday,242.0,242.49,243.79,245.11,242.0,4.84
2025-05-15,2025,5,15,Thursday,225.64,226.09,227.23,228.47,225.64,4.513
2025-05-16,2025,5,16,Friday,220.02,220.46,221.54,222.74,220.02,4.4
2025-05-17,2025,5,17,Saturday,194.41,194.81,195.71,196.8,194.41,3.888
2025-05-18,2025,5,18,Sunday,268.24,268.75,270.26,271.8,268.24,5.365
2025-05-19,2025,5,19,Monday,263.14,263.69,265.14,266.6,263.14,5.263
2025-05-20,2025,5,20,Tuesday,252.01,252.52,253.83,255.21,252.01,5.04
2025-05-21,2025,5,21,Wednesday,264.48,265.02,266.5,267.96,264.48,5.29
2025-05-22,2025,5,22,Thursday,223.71,224.19,225.27,226.49,223.71,4.474
2025-05-23,2025,5,23,Friday,267.12,267.64,269.14,270.67,267.12,5.342
2025-05-24,2025,5,24,Saturday,213.73,214.16,215.2,216.41,213.73,4.275
2025-05-25,2025,5,25,Sunday,157.0,157.34,157.93,158.78,157.0,3.14
2025-05-26,2025,5,26,Monday,224.35,224.81,225.94,227.21,224.35,4.487
2025-05-27,2025,5,27,Tuesday,153.33,153.65,154.2,155.05,153.33,3.067
2025-05-28,2025,5,28,Wednesday,171.64,172.0,172.7,173.64,171.64,3.433
2025-05-29,2025,5,29,Thursday,76.2,76.36,76.61,77.14,76.2,1.524
2025-05-30,2025,5,30,Friday,180.87,181.23,181.92,182.9,180.87,3.617
2025-05-31,2025,5,31,Saturday,222.94,223.4,224.43,225.65,222.94,4.459
2025-06-01,2025,6,1,Sunday,249.23,249.75,251.05,252.42,249.23,4.985
2025-06-02,2025,6,2,Monday,268.9,269.45,270.93,272.44,268.9,5.378
2025-06-03,2025,6,3,Tuesday,275.87,276.43,277.94,279.5,275.87,5.517
2025-06-04,2025,6,4,Wednesday,223.9,224.37,225.56,226.86,223.9,4.478
2025-06-05,2025,6,5,Thursday,214.47,214.92,216.01,217.23,214.47,4.289
2025-06-06,2025,6,6,Friday,203.97,204.39,205.39,206.54,203.97,4.079
2025-06-07,2025,6,7,Saturday,221.67,222.12,223.29,224.53,221.67,4.433
2025-06-08,2025,6,8,Sunday,241.81,242.32,243.69,245.08,241.81,4.836
2025-06-09,2025,6,9,Monday,173.8,174.18,174.9,175.85,173.8,3.476
2025-06-10,2025,6,10,Tuesday,77.27,77.44,77.59,78.09,77.27,1.545
2025-06-11,2025,6,11,Wednesday,18.72,18.78,18.82,19.12,18.72,0.374
2025-06-12,2025,6,12,Thursday,38.26,38.35,38.39,38.76,38.26,0.765
2025-06-13,2025,6,13,Friday,153.59,153.9,154.39,155.2,153.59,3.072
2025-06-14,2025,6,14,Saturday,169.41,169.76,170.38,171.28,169.41,3.388
2025-06-15,2025,6,15,Sunday,246.3,246.8,248.07,249.43,246.3,4.926
2025-06-16,2025,6,16,Monday,247.98,248.49,249.76,251.14,247.98,4.96
2025-06-17,2025,6,17,Tuesday,256.36,256.89,258.22,259.61,256.36,5.127
2025-06-18,2025,6,18,Wednesday,236.21,236.69,237.9,239.2,236.21,4.724
2025-06-19,2025,6,19,Thursday,219.15,219.62,220.74,221.95,219.15,4.383
2025-06-20,2025,6,20,Friday,255.46,255.98,257.34,258.74,255.46,5.109
2025-06-21,2025,6,21,Saturday,231.61,232.09,233.31,234.61,231.61,4.632
2025-06-22,2025,6,22,Sunday,258.3,258.84,260.21,261.64,258.3,5.166
2025-06-23,2025,6,23,Monday,237.74,238.24,239.5,240.85,237.74,4.755
2025-06-24,2025,6,24,Tuesday,219.56,220.02,221.18,222.46,219.56,4.391
2025-06-25,2025,6,25,Wednesday,184.47,184.86,185.83,186.88,184.47,3.689
2025-06-26,2025,6,26,Thursday,238.68,239.18,240.45,241.79,238.68,4.774
2025-06-27,2025,6,27,Friday,228.1,228.58,229.77,231.03,228.1,4.562
2025-06-28,2025,6,28,Saturday,240.21,240.72,241.99,243.36,240.21,4.804
2025-06-29,2025,6,29,Sunday,230.01,230.45,231.64,232.95,230.01,4.6
2025-06-30,2025,6,30,Monday,203.48,203.91,205.07,206.29,203.48,4.07
2025-07-01,2025,7,1,Tuesday,189.68,190.08,190.89,191.92,189.68,3.794
2025-07-02,2025,7,2,Wednesday,189.71,190.1,190.96,192.03,189.71,3.794
2025-07-03,2025,7,3,Thursday,226.67,227.15,228.19,229.42,226.67,4.533
2025-07-04,2025,7,4,Friday,194.17,194.57,195.52,196.64,194.17,3.883
2025-07-05,2025,7,5,Saturday,206.83,207.27,208.26,209.42,206.83,4.137
2025-07-06,2025,7,6,Sunday,237.36,237.86,238.99,240.31,237.36,4.747
2025-07-07,2025,7,7,Monday,265.83,266.39,267.86,269.36,265.83,5.317
2025-07-08,2025,7,8,Tuesday,262.76,263.36,264.74,266.2,262.76,5.255
2025-07-09,2025,7,9,Wednesday,254.22,254.76,256.1,257.5,254.22,5.084
2025-07-10,2025,7,10,Thursday,92.73,92.94,93.14,93.69,92.73,1.855
2025-07-11,2025,7,11,Friday,202.91,203.35,204.29,205.41,202.91,4.058
2025-07-12,2025,7,12,Saturday,259.76,260.3,261.71,263.15,259.76,5.195
2025-07-13,2025,7,13,Sunday,221.21,221.68,222.92,224.2,221.21,4.424
2025-07-14,2025,7,14,Monday,236.67,237.17,238.45,239.8,236.67,4.733
2025-07-15,2025,7,15,Tuesday,260.24,260.78,262.21,263.68,260.24,5.205
2025-07-16,2025,7,16,Wednesday,267.92,268.49,269.92,271.41,267.92,5.358
2025-07-17,2025,7,17,Thursday,264.92,265.48,266.87,268.33,264.92,5.298
2025-07-18,2025,7,18,Friday,207.43,207.88,208.84,209.96,207.43,4.149
2025-07-19,2025,7,19,Saturday,246.57,247.09,248.31,249.64,246.57,4.931
2025-07-20,2025,7,20,Sunday,160.19,160.53,161.07,161.92,160.19,3.204
2025-07-21,2025,7,21,Monday,212.88,213.34,214.29,215.44,212.88,4.258
2025-07-22,2025,7,22,Tuesday,89.48,89.68,89.86,90.41,89.48,1.79
2025-07-23,2025,7,23,Wednesday,177.47,177.86,178.59,179.56,177.47,3.549
2025-07-24,2025,7,24,Thursday,92.64,92.85,93.03,93.59,92.64,1.853
2025-07-25,2025,7,25,Friday,189.24,189.65,190.52,191.57,189.24,3.785
2025-07-26,2025,7,26,Saturday,102.93,103.14,103.34,103.93,102.93,2.059
2025-07-27,2025,7,27,Sunday,176.34,176.71,177.4,178.37,176.34,3.527
2025-07-28,2025,7,28,Monday,184.59,184.98,185.71,186.7,184.59,3.692
2025-07-29,2025,7,29,Tuesday,151.93,152.24,152.79,153.65,151.93,3.039
2025-07-30,2025,7,30,Wednesday,238.9,239.41,240.71,242.06,238.9,4.778
2025-07-31,2025,7,31,Thursday,183.39,183.79,184.49,185.46,183.39,3.668
2025-08-01,2025,8,1,Friday,254.38,254.91,256.26,257.68,254.38,5.088
2025-08-02,2025,8,2,Saturday,248.48,249.01,250.29,251.65,248.48,4.97
2025-08-03,2025,8,3,Sunday,245.35,245.88,247.07,248.41,245.35,4.907
2025-08-04,2025,8,4,Monday,260.93,261.48,262.85,264.28,260.93,5.219
2025-08-05,2025,8,5,Tuesday,241.23,241.74,242.93,244.2,241.23,4.825
2025-08-06,2025,8,6,Wednesday,245.02,245.54,246.8,248.14,245.02,4.9
2025-08-07,2025,8,7,Thursday,215.98,216.45,217.51,218.7,215.98,4.32
2025-08-08,2025,8,8,Friday,255.39,255.93,257.21,258.61,255.39,5.108
2025-08-09,2025,8,9,Saturday,142.88,143.18,143.79,144.65,142.88,2.858
2025-08-10,2025,8,10,Sunday,231.87,232.35,233.51,234.81,231.87,4.637
2025-08-11,2025,8,11,Monday,261.83,262.38,263.82,265.3,261.83,5.237
2025-08-12,2025,8,12,Tuesday,256.09,256.63,258.09,259.56,256.09,5.122
2025-08-13,2025,8,13,Wednesday,192.18,192.58,193.58,194.74,192.18,3.844
2025-08-14,2025,8,14,Thursday,200.09,200.51,201.48,202.63,200.09,4.002
2025-08-15,2025,8,15,Friday,227.4,227.89,229.0,230.27,227.4,4.548
2025-08-16,2025,8,16,Saturday,169.94,170.3,171.07,172.07,169.94,3.399
2025-08-17,2025,8,17,Sunday,140.79,141.09,141.56,142.33,140.79,2.816
2025-08-18,2025,8,18,Monday,229.32,229.8,230.94,232.19,229.32,4.586
2025-08-19,2025,8,19,Tuesday,274.05,274.61,276.12,277.64,274.05,5.481
2025-08-20,2025,8,20,Wednesday,242.97,243.48,244.71,246.03,242.97,4.859
2025-08-21,2025,8,21,Thursday,159.61,159.95,160.61,161.51,159.61,3.192
2025-08-22,2025,8,22,Friday,264.13,264.67,266.04,267.48,264.13,5.283
2025-08-23,2025,8,23,Saturday,224.25,224.72,225.83,227.01,224.25,4.485
2025-08-24,2025,8,24,Sunday,88.24,88.44,88.6,89.12,88.24,1.765
2025-08-25,2025,8,25,Monday,226.21,226.68,227.75,228.97,226.21,4.524
2025-08-26,2025,8,26,Tuesday,237.33,237.82,239.03,240.3,237.33,4.747
2025-08-27,2025,8,27,Wednesday,166.67,167.01,167.79,168.73,166.67,3.333
2025-08-28,2025,8,28,Thursday,145.06,145.37,145.99,146.8,145.06,2.901
2025-08-29,2025,8,29,Friday,134.28,134.58,135.0,135.7,134.28,2.686
2025-08-30,2025,8,30,Saturday,219.76,220.2,221.23,222.41,219.76,4.395
2025-08-31,2025,8,31,Sunday,182.11,182.47,183.27,184.27,182.11,3.642
2025-09-01,2025,9,1,Monday,108.21,108.43,108.71,109.31,108.21,2.164
2025-09-02,2025,9,2,Tuesday,96.1,96.28,96.51,97.09,96.1,1.922
2025-09-03,2025,9,3,Wednesday,234.25,234.73,235.94,237.24,234.25,4.685
2025-09-04,2025,9,4,Thursday,260.72,261.24,262.74,264.24,260.72,5.214
2025-09-05,2025,9,5,Friday,212.1,212.54,213.7,214.91,212.1,4.242
2025-09-06,2025,9,6,Saturday,163.22,163.55,164.14,165.02,163.22,3.264
2025-09-07,2025,9,7,Sunday,184.7,185.09,185.86,186.84,184.7,3.694
2025-09-08,2025,9,8,Monday,234.71,235.19,236.34,237.62,234.71,4.694
2025-09-09,2025,9,9,Tuesday,238.4,238.89,240.16,241.5,238.4,4.768
2025-09-10,2025,9,10,Wednesday,247.37,247.88,249.32,250.67,247.37,4.947
2025-09-11,2025,9,11,Thursday,244.42,244.93,246.17,247.52,244.42,4.888
2025-09-12,2025,9,12,Friday,206.51,206.94,207.92,209.04,206.51,4.13
2025-09-13,2025,9,13,Saturday,228.05,228.53,229.76,231.03,228.05,4.561
2025-09-14,2025,9,14,Sunday,246.09,246.61,247.87,249.19,246.09,4.922
2025-09-15,2025,9,15,Monday,240.55,241.05,242.3,243.62,240.55,4.811
2025-09-16,2025,9,16,Tuesday,220.71,221.17,222.33,223.56,220.71,4.414
2025-09-17,2025,9,17,Wednesday,136.01,136.31,136.84,137.61,136.01,2.72
2025-09-18,2025,9,18,Thursday,174.55,174.91,175.63,176.58,174.55,3.491
2025-09-19,2025,9,19,Friday,229.28,229.76,230.95,232.19,229.28,4.586
2025-09-20,2025,9,20,Saturday,233.63,234.12,235.39,236.68,233.63,4.673
2025-09-21,2025,9,21,Sunday,186.16,186.55,187.49,188.54,186.16,3.723
2025-09-22,2025,9,22,Monday,179.68,180.06,180.96,181.97,179.68,3.594
2025-09-23,2025,9,23,Tuesday,195.49,195.89,196.86,197.95,195.49,3.91
2025-09-24,2025,9,24,Wednesday,247.86,248.36,249.66,251.0,247.86,4.957
2025-09-25,2025,9,25,Thursday,101.92,102.15,102.37,102.94,101.92,2.038
2025-09-26,2025,9,26,Friday,113.34,113.58,114.04,114.74,113.34,2.267
2025-09-27,2025,9,27,Saturday,62.8,62.94,63.09,63.53,62.8,1.256
2025-09-28,2025,9,28,Sunday,57.45,57.57,57.63,58.05,57.45,1.149
2025-09-29,2025,9,29,Monday,114.23,114.47,114.76,115.4,114.23,2.285
2025-09-30,2025,9,30,Tuesday,192.29,192.7,193.46,194.48,192.29,3.846
2025-10-01,2025,10,1,Wednesday,212.58,213.04,214.01,215.17,212.58,4.252
2025-10-02,2025,10,2,Thursday,255.36,255.89,257.21,258.64,255.36,5.107
2025-10-03,2025,10,3,Friday,162.01,162.37,162.94,163.8,162.01,3.24
2025-10-04,2025,10,4,Saturday,131.61,131.89,132.29,133.01,131.61,2.632
2025-10-05,2025,10,5,Sunday,24.18,24.25,24.27,24.59,24.18,0.484
2025-10-06,2025,10,6,Monday,218.22,218.68,219.63,220.8,218.22,4.364
2025-10-07,2025,10,7,Tuesday,110.46,110.7,111.07,111.73,110.46,2.209
2025-10-08,2025,10,8,Wednesday,125.48,125.76,126.13,126.82,125.48,2.51
2025-10-09,2025,10,9,Thursday,116.28,116.53,116.87,117.53,116.28,2.326
2025-10-10,2025,10,10,Friday,200.31,200.73,201.59,202.66,200.31,4.006
2025-10-11,2025,10,11,Saturday,108.64,108.87,109.16,109.77,108.64,2.173
2025-10-12,2025,10,12,Sunday,80.03,80.2,80.35,80.84,80.03,1.601
2025-10-13,2025,10,13,Monday,178.36,178.74,179.38,180.3,178.36,3.567
2025-10-14,2025,10,14,Tuesday,213.88,214.34,215.41,216.62,213.88,4.278
2025-10-15,2025,10,15,Wednesday,190.41,190.81,191.63,192.67,190.41,3.808
2025-10-16,2025,10,16,Thursday,111.29,111.53,111.82,112.44,111.29,2.226
2025-10-17,2025,10,17,Friday,103.86,104.09,104.42,105.02,103.86,2.077
2025-10-18,2025,10,18,Saturday,157.13,157.47,158.1,158.98,157.13,3.143
2025-10-19,2025,10,19,Sunday,111.43,111.67,111.97,112.59,111.43,2.229
2025-10-20,2025,10,20,Monday,94.03,94.24,94.5,95.05,94.03,1.881
2025-10-21,2025,10,21,Tuesday,98.0,98.21,98.42,98.97,98.0,1.96
2025-10-22,2025,10,22,Wednesday,159.02,159.36,159.88,160.71,159.02,3.18
2025-10-23,2025,10,23,Thursday,159.74,160.08,160.61,161.45,159.74,3.195
2025-10-24,2025,10,24,Friday,35.63,35.71,35.79,36.13,35.63,0.713
2025-10-25,2025,10,25,Saturday,22.61,22.67,22.71,23.02,22.61,0.452
2025-10-26,2025,10,26,Sunday,130.01,130.28,130.7,131.42,130.01,2.6
2025-10-27,2025,10,27,Monday,133.14,133.43,133.84,134.55,133.14,2.663
2025-10-28,2025,10,28,Tuesday,82.61,82.78,82.98,83.48,82.61,1.652
2025-10-29,2025,10,29,Wednesday,91.24,91.43,91.66,92.2,91.24,1.825
2025-10-30,2025,10,30,Thursday,149.84,150.16,150.66,151.45,149.84,2.997
2025-10-31,2025,10,31,Friday,104.59,104.81,105.2,105.84,104.59,2.092
2025-11-01,2025,11,1,Saturday,91.25,91.44,91.65,92.16,91.25,1.825
2025-11-02,2025,11,2,Sunday,4.88,4.9,4.92,5.15,4.88,0.098
2025-11-03,2025,11,3,Monday,134.78,135.04,135.47,136.2,134.78,2.696
2025-11-04,2025,11,4,Tuesday,105.92,106.13,106.4,107.01,105.92,2.118
2025-11-05,2025,11,5,Wednesday,19.06,19.08,19.1,19.36,19.06,0.381
2025-11-06,2025,11,6,Thursday,23.2,23.24,23.3,23.61,23.2,0.464
2025-11-07,2025,11,7,Friday,,,,,,
2025-11-08,2025,11,8,Saturday,17.36,17.39,17.42,17.63,17.36,0.347
2025-11-09,2025,11,9,Sunday,45.05,45.15,45.25,45.62,45.05,0.901
2025-11-10,2025,11,10,Monday,82.92,83.12,83.3,83.78,82.92,1.658
2025-11-11,2025,11,11,Tuesday,106.1,106.34,106.61,107.17,106.1,2.122
2025-11-12,2025,11,12,Wednesday,118.75,119.01,119.37,120.01,118.75,2.375
2025-11-13,2025,11,13,Thursday,123.87,124.13,124.47,125.11,123.87,2.477
2025-11-14,2025,11,14,Friday,116.04,116.3,116.58,117.2,116.04,2.321
2025-11-15,2025,11,15,Saturday,103.37,103.59,103.83,104.39,103.37,2.067
2025-11-16,2025,11,16,Sunday,29.15,29.22,29.27,29.58,29.15,0.583
2025-11-17,2025,11,17,Monday,52.43,52.55,52.64,53.02,52.43,1.049
2025-11-18,2025,11,18,Tuesday,14.03,14.08,14.12,14.39,14.03,0.281
2025-11-19,2025,11,19,Wednesday,11.15,11.19,11.25,11.48,11.15,0.223
2025-11-20,2025,11,20,Thursday,46.99,47.11,47.19,47.55,46.99,0.94
2025-11-21,2025,11,21,Friday,40.39,40.48,40.53,40.87,40.39,0.808
2025-11-22,2025,11,22,Saturday,35.5,35.6,35.65,35.98,35.5,0.71
2025-11-23,2025,11,23,Sunday,36.98,37.07,37.13,37.46,36.98,0.74
2025-11-24,2025,11,24,Monday,67.15,67.3,67.42,67.85,67.15,1.343
2025-11-25,2025,11,25,Tuesday,85.22,85.41,85.58,86.07,85.22,1.704
2025-11-26,2025,11,26,Wednesday,76.87,77.04,77.18,77.64,76.87,1.537
2025-11-27,2025,11,27,Thursday,88.68,88.87,89.04,89.54,88.68,1.774
2025-11-28,2025,11,28,Friday,56.99,57.12,57.2,57.59,56.99,1.14
2025-11-29,2025,11,29,Saturday,73.39,73.55,73.67,74.12,73.39,1.468
2025-11-30,2025,11,30,Sunday,56.23,56.35,56.44,56.84,56.23,1.125
2025-12-01,2025,12,1,Monday,53.92,54.05,54.14,54.53,53.92,1.078
2025-12-02,2025,12,2,Tuesday,133.81,134.1,134.55,135.28,133.81,2.676
2025-12-03,2025,12,3,Wednesday,12.97,13.01,13.11,13.37,12.97,0.259
2025-12-04,2025,12,4,Thursday,57.16,57.29,57.39,57.79,57.16,1.143
2025-12-05,2025,12,5,Friday,101.1,101.32,101.63,102.2,101.1,2.022
2025-12-06,2025,12,6,Saturday,84.78,84.96,85.14,85.63,84.78,1.696
2025-12-07,2025,12,7,Sunday,129.81,130.1,130.46,131.12,129.81,2.596
2025-12-08,2025,12,8,Monday,36.65,36.74,36.79,37.12,36.65,0.733
2025-12-09,2025,12,9,Tuesday,49.19,49.31,49.4,49.77,49.19,0.984
2025-12-10,2025,12,10,Wednesday,34.14,34.23,34.29,34.61,34.14,0.683
2025-12-11,2025,12,11,Thursday,102.33,102.56,102.85,103.41,102.33,2.047
2025-12-12,2025,12,12,Friday,131.2,131.49,131.9,132.56,131.2,2.624
2025-12-13,2025,12,13,Saturday,131.9,132.19,132.64,133.34,131.9,2.638
2025-12-14,2025,12,14,Sunday,36.49,36.59,36.64,36.96,36.49,0.73
2025-12-15,2025,12,15,Monday,48.74,48.87,48.97,49.34,48.74,0.975
2025-12-16,2025,12,16,Tuesday,116.64,116.89,117.23,117.87,116.64,2.333
2025-12-17,2025,12,17,Wednesday,46.08,46.19,46.27,46.63,46.08,0.922
2025-12-18,2025,12,18,Thursday,93.2,93.41,93.65,94.18,93.2,1.864
2025-12-19,2025,12,19,Friday,92.96,93.16,93.39,93.91,92.96,1.859
2025-12-20,2025,12,20,Saturday,74.75,74.93,75.07,75.52,74.75,1.495
2025-12-21,2025,12,21,Sunday,65.22,65.37,65.49,65.9,65.22,1.304
2025-12-22,2025,12,22,Monday,90.3,90.51,90.78,91.31,90.3,1.806
2025-12-23,2025,12,23,Tuesday,150.99,151.31,151.86,152.65,150.99,3.02
2025-12-24,2025,12,24,Wednesday,98.23,98.44,98.69,99.23,98.23,1.965
2025-12-25,2025,12,25,Thursday,66.56,66.72,66.83,67.25,66.56,1.331
2025-12-26,2025,12,26,Friday,66.77,66.93,67.08,67.5,66.77,1.335
2025-12-27,2025,12,27,Saturday,69.78,69.95,70.1,70.54,69.78,1.396
2025-12-28,2025,12,28,Sunday,67.86,68.04,68.2,68.63,67.86,1.357
2025-12-29,2025,12,29,Monday,123.87,124.15,124.56,125.23,123.87,2.477
2025-12-30,2025,12,30,Tuesday,87.72,87.93,88.17,88.68,87.72,1.754
2025-12-31,2025,12,31,Wednesday,113.29,113.54,113.93,114.56,113.29,2.266
2026-01-01,2026,1,1,Thursday,105.27,105.47,105.7,106.27,105.27,2.105
2026-01-02,2026,1,2,Friday,101.04,101.24,101.54,102.13,101.04,2.021
2026-01-03,2026,1,3,Saturday,145.77,146.07,146.63,147.42,145.77,2.915
2026-01-04,2026,1,4,Sunday,92.54,92.72,92.97,93.53,92.54,1.851
2026-01-05,2026,1,5,Monday,64.86,64.99,65.1,65.53,64.86,1.297
2026-01-06,2026,1,6,Tuesday,82.35,82.51,82.78,83.33,82.35,1.647
2026-01-07,2026,1,7,Wednesday,20.89,20.92,20.94,21.24,20.89,0.418
2026-01-08,2026,1,8,Thursday,135.34,135.61,136.04,136.76,135.34,2.707
2026-01-09,2026,1,9,Friday,78.39,78.57,78.73,79.19,78.39,1.568
2026-01-10,2026,1,10,Saturday,187.35,187.75,188.55,189.53,187.35,3.747
2026-01-11,2026,1,11,Sunday,200.67,201.09,201.96,202.99,200.67,4.013
2026-01-12,2026,1,12,Monday,157.69,158.03,158.62,159.44,157.69,3.154
2026-01-13,2026,1,13,Tuesday,189.47,189.88,190.67,191.65,189.47,3.789
2026-01-14,2026,1,14,Wednesday,99.48,99.71,99.94,100.5,99.48,1.99
2026-01-15,2026,1,15,Thursday,176.83,177.2,177.89,178.82,176.83,3.537
2026-01-16,2026,1,16,Friday,191.06,191.47,192.25,193.24,191.06,3.821
2026-01-17,2026,1,17,Saturday,163.75,164.1,164.69,165.54,163.75,3.275
2026-01-18,2026,1,18,Sunday,188.89,189.29,190.05,191.03,188.89,3.778
2026-01-19,2026,1,19,Monday,199.55,199.98,200.82,201.86,199.55,3.991
2026-01-20,2026,1,20,Tuesday,176.05,176.43,177.11,178.03,176.05,3.521
2026-01-21,2026,1,21,Wednesday,87.71,87.92,88.17,88.71,87.71,1.754
2026-01-22,2026,1,22,Thursday,120.53,120.8,121.2,121.87,120.53,2.411
2026-01-23,2026,1,23,Friday,71.3,71.46,71.62,72.08,71.3,1.426
2026-01-24,2026,1,24,Saturday,123.72,123.98,124.4,125.1,123.72,2.474
2026-01-25,2026,1,25,Sunday,174.69,175.06,175.72,176.63,174.69,3.494
2026-01-26,2026,1,26,Monday,117.25,117.5,117.84,118.48,117.25,2.345
2026-01-27,2026,1,27,Tuesday,99.76,99.98,100.22,100.77,99.76,1.995
2026-01-28,2026,1,28,Wednesday,94.71,94.92,95.16,95.71,94.71,1.894
2026-01-29,2026,1,29,Thursday,199.19,199.61,200.45,201.49,199.19,3.984
2026-01-30,2026,1,30,Friday,168.42,168.77,169.42,170.3,168.42,3.368
2026-01-31,2026,1,31,Saturday,169.5,169.86,170.51,171.42,169.5,3.39
2026-02-01,2026,2,1,Sunday,161.77,162.12,162.68,163.5,161.77,3.235
2026-02-02,2026,2,2,Monday,90.13,90.33,90.56,91.08,90.13,1.803
2026-02-03,2026,2,3,Tuesday,87.66,87.86,88.05,88.56,87.66,1.753
2026-02-04,2026,2,4,Wednesday,132.36,132.64,133.09,133.81,132.36,2.647
2026-02-05,2026,2,5,Thursday,175.32,175.7,176.45,177.37,175.32,3.506
2026-02-06,2026,2,6,Friday,201.89,202.33,203.2,204.24,201.89,4.038
2026-02-07,2026,2,7,Saturday,192.78,193.2,194.05,195.06,192.78,3.856
2026-02-08,2026,2,8,Sunday,126.49,126.77,127.15,127.82,126.49,2.53
2026-02-09,2026,2,9,Monday,149.16,149.48,150.02,150.8,149.16,2.983
2026-02-10,2026,2,10,Tuesday,70.88,71.04,71.19,71.64,70.88,1.418
2026-02-11,2026,2,11,Wednesday,59.02,59.17,59.27,59.67,59.02,1.18
2026-02-12,2026,2,12,Thursday,191.16,191.57,192.36,193.35,191.16,3.823
2026-02-13,2026,2,13,Friday,172.88,173.25,173.9,174.79,172.88,3.458
2026-02-14,2026,2,14,Saturday,154.73,155.01,155.57,156.4,154.73,3.095
2026-02-15,2026,2,15,Sunday,147.35,147.6,148.16,148.98,147.35,2.947
2026-02-16,2026,2,16,Monday,115.18,115.36,115.74,116.41,115.18,2.304
2026-02-17,2026,2,17,Tuesday,111.94,112.12,112.48,113.13,111.94,2.239
2026-02-18,2026,2,18,Wednesday,82.81,82.92,83.21,83.79,82.81,1.656
2026-02-19,2026,2,19,Thursday,95.95,96.1,96.37,96.97,95.95,1.919
2026-02-20,2026,2,20,Friday,133.25,133.48,133.94,134.7,133.25,2.665
2026-02-21,2026,2,21,Saturday,192.31,192.64,193.52,194.59,192.31,3.846
2026-02-22,2026,2,22,Sunday,192.95,193.3,194.21,195.28,192.95,3.859
2026-02-23,2026,2,23,Monday,163.66,164.01,164.58,165.43,163.66,3.273
2026-02-24,2026,2,24,Tuesday,177.77,178.16,178.83,179.74,177.77,3.555
2026-02-25,2026,2,25,Wednesday,186.49,186.9,187.64,188.61,186.49,3.73
2026-02-26,2026,2,26,Thursday,95.89,96.11,96.33,96.88,95.89,1.918
2026-02-27,2026,2,27,Friday,53.99,54.11,54.25,54.66,53.99,1.08
2026-02-28,2026,2,28,Saturday,145.4,145.72,146.26,147.02,145.4,2.908
2026-03-01,2026,3,1,Sunday,204.3,204.75,205.67,206.71,204.3,4.086
2026-03-02,2026,3,2,Monday,205.23,205.68,206.58,207.64,205.23,4.105
2026-03-03,2026,3,3,Tuesday,185.14,185.54,186.36,187.32,185.14,3.703
2026-03-04,2026,3,4,Wednesday,153.91,154.24,154.81,155.62,153.91,3.078
2026-03-05,2026,3,5,Thursday,123.85,124.12,124.47,125.13,123.85,2.477
2026-03-06,2026,3,6,Friday,157.1,157.44,158.07,158.9,157.1,3.142
2026-03-07,2026,3,7,Saturday,121.85,122.1,122.42,123.07,121.85,2.437
2026-03-08,2026,3,8,Sunday,132.11,132.39,132.8,133.5,132.11,2.642
2026-03-09,2026,3,9,Monday,95.67,95.89,96.14,96.68,95.67,1.913
2026-03-10,2026,3,10,Tuesday,128.33,128.6,129.05,129.73,128.33,2.567
2026-03-11,2026,3,11,Wednesday,121.28,121.55,121.93,122.59,121.28,2.426
2026-03-12,2026,3,12,Thursday,142.64,142.95,143.49,144.27,142.64,2.853
2026-03-13,2026,3,13,Friday,127.13,127.41,127.82,128.5,127.13,2.543
2026-03-14,2026,3,14,Saturday,135.63,135.93,136.35,137.07,135.63,2.713
2026-03-15,2026,3,15,Sunday,100.99,101.21,101.45,102.0,100.99,2.02
2026-03-16,2026,3,16,Monday,179.56,179.93,180.65,181.6,179.56,3.591
2026-03-17,2026,3,17,Tuesday,191.39,191.8,192.57,193.55,191.39,3.828
2026-03-18,2026,3,18,Wednesday,203.62,204.05,204.91,205.97,203.62,4.072
2026-03-19,2026,3,19,Thursday,202.16,202.6,203.44,204.48,202.16,4.043
2026-03-20,2026,3,20,Friday,197.6,198.03,198.82,199.84,197.6,3.952
2026-03-21,2026,3,21,Saturday,200.15,200.59,201.42,202.46,200.15,4.003
2026-03-22,2026,3,22,Sunday,194.28,194.73,195.59,196.61,194.28,3.886
2026-03-23,2026,3,23,Monday,202.28,202.72,203.59,204.65,202.28,4.046
2026-03-24,2026,3,24,Tuesday,211.75,212.21,213.15,214.25,211.75,4.235
2026-03-25,2026,3,25,Wednesday,196.16,196.59,197.41,198.41,196.16,3.923
